Track Name,Blinding Lights,Dance Monkey,The Box,Roses - Imanbek Remix,Don't Start Now,ROCKSTAR (feat. Roddy Ricch),Watermelon Sugar,death bed (coffee for your head),Falling,Someone You Loved,Tusa,ROXANNE,Circles,Blueberry Faygo,Intentions (feat. Quavo),Toosie Slide,Before You Go,Say So,Memories,Life Is Good (feat. Drake),Savage Love (Laxed - Siren Beat),Adore You,Breaking Me,Mood (feat. iann dior),everything i wanted,Señorita,bad guy,WAP (feat. Megan Thee Stallion),Sunday Best,Godzilla (feat. Juice WRLD),Yummy,Break My Heart,Dynamite,Supalonely (feat. Gus Dapperton),ily (i love you baby) (feat. Emilee),Rain On Me (with Ariana Grande),HIGHEST IN THE ROOM,Sunflower - Spider-Man: Into the Spider-Verse,Hawái,Ride It,goosebumps,RITMO (Bad Boys For Life),THE SCOTTS,Safaera,lovely (with Khalid),Lucid Dreams,Stuck with U (with Justin Bieber),If the World Was Ending - feat. Julia Michaels,Physical,SICKO MODE
WAP (feat. Megan Thee Stallion),-5.01560487631889,-4.385928245364406,-5.772980058756477,-4.973986233401235,-4.908547034955851,-4.433438725797367,-5.5738666598375755,-5.580234990309302,-4.196762542864848,-5.536557045173798,-3.43547685968247,-4.42264886970218,-4.637604090385488,-3.6978547433719835,-4.665829808485891,-4.091512410899197,-5.618552590905942,-4.883350775421338,-5.595993297649421,-2.4967052379343335,-3.8316647462546114,-5.116296641081558,-3.7197509020598507,-5.5469819560936315,-9.301882395413164,-4.5017667683385225,-3.5751240859493616,-0.0,-3.6781832025621948,-4.518431864241476,-4.22618844373017,-4.5214645914678515,-4.430429385141354,-4.581525521593513,-5.1354491767448565,-5.572012182134374,-5.183976752868095,-5.132315637674538,-3.808895798216816,-4.729259586024497,-4.553959409221327,-6.31757581096216,-3.568267905324616,-5.482121797906224,-6.928061609599317,-5.180919974248459,-5.343578984660468,-6.130575544002715,-5.134932775002814,-5.179260301372603
Sunday Best,-4.703200289677786,-2.787382321202194,-4.516755533433518,-2.537464214355527,-2.9091834625621056,-2.8681986766310725,-4.154583059652859,-5.022866897845477,-2.9204559091092928,-4.235543593057552,-3.391674196037363,-3.4624188801793467,-3.4513827083733615,-2.4171603385951403,-2.670738727401268,-3.594521608312321,-4.866875015809494,-3.4161914925249866,-3.660980562161133,-4.786382426016994,-2.6743374276786356,-3.295659080493469,-2.314916944729988,-2.9069189507910163,-9.220788590051008,-1.9067581660807988,-4.249382818011523,-3.6781832025621948,-0.0,-4.445516219695842,-3.0478103279648825,-3.5598422970566395,-2.6135112057196968,-2.550296325682193,-3.8684492268203123,-3.6843967838301035,-4.294290149784094,-2.5471685122345464,-4.678841981014936,-2.158087418635712,-3.6278490202957565,-5.0037078327826485,-2.8758074085636682,-5.990877414807099,-6.278415865310308,-5.0263239422645425,-4.6001112416279675,-5.11024247515884,-3.8718035212588435,-5.6764325122630135
Godzilla (feat. Juice WRLD),-4.982078608330312,-4.552864879691109,-4.5778913360863305,-3.3422621993990713,-3.2829651214611144,-4.217610096144532,-5.434413789731781,-5.272219730393529,-5.222636450683467,-6.300904279580673,-3.9927736540418963,-4.130105674877827,-4.702078763461261,-5.683356620776771,-3.203303204944161,-5.124047376903048,-6.088189505299582,-3.150130057096975,-5.821199807096629,-3.4988765123436343,-4.427392004328175,-4.282086058226579,-2.799791572407474,-4.733589608652806,-10.214811015233089,-3.900745682592798,-4.339809922595879,-4.518431864241475,-4.445516219695842,-0.0,-3.6286568231436473,-4.00215144642346,-3.479807072072763,-3.365315711419222,-4.303780001006755,-3.696593093136542,-6.656145460850238,-5.377029693196272,-2.405860400463248,-3.660142453763538,-3.8795588393813514,-4.684655805243387,-5.318837326642975,-4.886067536317901,-7.863449720559932,-5.545450350624354,-4.095807062120953,-6.870053727440672,-4.3495984672094075,-3.956332139794229
Yummy,-3.490521348616651,-2.8098143769746,-4.598343153261542,-3.3164187294222596,-3.038767308280266,-2.9054351546577895,-4.460153253308058,-4.011360737894671,-2.660903683674627,-3.5739704187277646,-3.900970018748336,-3.1425500015327095,-3.52827549678389,-3.6552427656225985,-2.1074676547667375,-4.3185690590076975,-3.415649948748561,-2.832817299098352,-3.3499146912531064,-4.264285052076359,-3.3058785149533496,-3.1572370480585477,-2.72607599042383,-3.9569172477082413,-8.546241286622315,-2.3024997055649425,-3.506334861309261,-4.22618844373017,-3.0478103279648825,-3.6286568231436473,-0.0,-3.1900705222293024,-3.0590863367845937,-2.704322276114264,-3.2292580086288942,-3.4362418626810944,-4.037075668607662,-4.115595932475488,-3.7822149458889966,-3.7211408726684128,-2.992021231500872,-4.669538364644883,-3.1205620285695916,-5.344561713647748,-4.777792969133405,-3.7026177459673915,-2.330072350363952,-4.683045063009269,-3.9797105822774017,-4.255659637304605
Break My Heart,-3.6940353236125065,-2.982567409024666,-3.8796862026318157,-2.9423422299485553,-3.0372699996267016,-3.507936995945987,-2.5765479267022093,-4.781544307503162,-4.391870984148206,-4.250530963621132,-2.7968883431217324,-2.5550474070363633,-2.0091434569483204,-3.433755123187588,-3.6740352583603033,-4.182163956873697,-3.6226840755987704,-3.056273641083199,-4.93703902782799,-4.337834374018731,-3.9078162889757073,-2.1452724673784114,-2.9767073633825647,-3.096190578150369,-9.727405610619906,-3.162539019839337,-5.224790043287442,-4.5214645914678515,-3.5598422970566395,-4.00215144642346,-3.1900705222293024,-0.0,-2.2556616390552926,-2.825596639523878,-3.083421916721756,-2.3506711430790586,-4.4277145425671245,-3.9973149757433357,-4.20315460486515,-3.4184308414252222,-1.9787570140240573,-3.621717255489029,-3.3765976011515777,-4.075905416988843,-6.2899601151901114,-3.4093040302526108,-3.849185882407958,-5.302680425276444,-2.9840186255661454,-3.922684348324378
Dynamite,-3.82583008265219,-3.2544316470081482,-4.6188892109376924,-1.7765928540902056,-1.5818493931614124,-2.8240897378924963,-3.0746271965413894,-5.778352843028374,-4.145462637904075,-4.693687230110461,-2.598451842669228,-3.1405037197353876,-2.1830275868208915,-3.547808991849234,-2.7592932865699433,-3.8898942368267937,-4.448034696225178,-2.204107660953047,-4.831102135602514,-4.345645779713406,-3.7106739794666486,-1.3946991729994447,-1.9156979229161097,-2.503678605698045,-9.977738385831525,-1.911390461974757,-4.854683925969647,-4.430429385141354,-2.6135112057196968,-3.4798070720727625,-3.0590863367845937,-2.2556616390552926,-0.0,-2.0476569751753244,-3.330220570296689,-1.9993705883036101,-4.837248105483611,-3.320906657081291,-3.8272646315866417,-1.9199014547858655,-2.350334085963311,-4.382920532630298,-3.7186520587449508,-4.149756416886417,-6.847615366564297,-4.4661847745803005,-4.336321533822598,-5.486785184945839,-2.3690595350567265,-4.245517705323428
Supalonely (feat. Gus Dapperton),-4.62577374559973,-2.6279981062472997,-4.279688265826326,-2.2315386213371444,-2.428165840153304,-3.4103566117944886,-4.379952591810057,-5.284566788612581,-4.2240931973577815,-4.703711348856783,-3.2703315019617767,-3.987327300419594,-2.9446123223655905,-4.041309184218607,-1.4779476043674686,-3.5426308084845424,-4.832760916510592,-1.8158771025050247,-4.036831948153466,-4.532493406316294,-3.444875065347367,-2.775069896092355,-2.5788872906000138,-3.4143148771776057,-9.46633559730351,-1.9911483110747685,-4.792786095169553,-4.581525521593513,-2.550296325682193,-3.365315711419222,-2.704322276114264,-2.825596639523878,-2.0476569751753244,-0.0,-4.14005588564087,-3.122179519176838,-5.48207070772944,-3.2377936962973353,-4.046662215591815,-2.2452044511570155,-2.33891108116288,-4.509789893644601,-4.102325952296358,-4.878730179626438,-6.782382823510519,-4.958461360706038,-3.868016371442044,-5.522119261387839,-3.3757513340911163,-3.9518016971101195
ily (i love you baby) (feat. Emilee),-4.3340653908030236,-3.799991204769183,-3.5672348561193603,-3.1683819281901027,-2.9199480155281674,-2.395770880552209,-3.7452938366807853,-4.159858665136846,-3.2071060807591443,-5.089707694348707,-4.51020175774259,-2.228509414193621,-4.250134145629054,-3.8564501248529264,-4.134974851497103,-5.359946787293983,-4.457641104159,-3.8260441490440047,-4.832101115750454,-5.310552863551984,-4.543957289820806,-2.954754483439672,-2.978765726720557,-3.3375166616281886,-9.489697856605396,-3.2950889165747514,-4.758647755509097,-5.1354491767448565,-3.8684492268203123,-4.303780001006755,-3.2292580086288942,-3.083421916721756,-3.330220570296689,-4.14005588564087,-0.0,-2.4542522741405493,-3.451924722046109,-5.147892378345933,-5.022900458956517,-3.991428271126992,-3.627494021028585,-3.1469947136257868,-3.805220654382484,-5.767099423932207,-6.074791627296445,-3.5603386056726642,-4.07047618246045,-5.6528940474258835,-4.564393397805327,-5.339993608406838
Rain On Me (with Ariana Grande),-3.9709657084292527,-3.975213911791236,-3.9405860707752707,-1.9078362498523038,-1.8412561771624807,-3.284652473670155,-2.9515705900086697,-5.275222785601143,-4.3968402527656565,-5.142216130333496,-3.8998488612481794,-2.624024349775805,-3.1389567552316966,-4.314413381995558,-3.533235989112891,-5.35980296714454,-4.668004180371747,-3.1169546401720862,-5.352702547718277,-5.418665511209727,-4.38075986736167,-1.8897108614094338,-2.6125876875152345,-2.280521274684407,-10.417329204597902,-2.7842939140156324,-5.630277326523107,-5.572012182134374,-3.6843967838301035,-3.696593093136542,-3.4362418626810944,-2.3506711430790586,-1.9993705883036101,-3.122179519176838,-2.4542522741405493,-0.0,-4.949388543487511,-4.336943307496311,-4.413265610920364,-2.7394935327825194,-2.8957642033906827,-3.4596267245967205,-4.247931168186122,-5.151234127185123,-7.043761523934921,-4.582139155700925,-4.095619012003905,-6.1519135807311525,-2.9826338252681173,-4.877525475441765
HIGHEST IN THE ROOM,-5.038681012548904,-4.3164089122330545,-5.4572233042740725,-5.169879868830624,-5.03381497795313,-3.5224303487750013,-4.543969576872872,-5.032087113079605,-2.9040857793712402,-4.183168493762068,-5.279947859480809,-3.522680153657595,-4.962841411661571,-3.129678821293996,-5.439775742077681,-5.268668292593305,-3.84632685685057,-5.325802147992368,-4.432436652391175,-6.060526451810361,-5.065905644696741,-4.249018795545119,-4.736236077457726,-4.681216468937294,-8.78515615586661,-4.199422643041432,-5.003158333476198,-5.183976752868095,-4.294290149784094,-6.6561454608502375,-4.037075668607662,-4.4277145425671245,-4.837248105483611,-5.482070707729441,-3.451924722046109,-4.949388543487511,-0.0,-5.320967154733376,-6.686451406995202,-5.6598551247597655,-4.987838062326028,-5.268760548271659,-3.395948060996361,-6.629470403123189,-4.511903963746726,-3.1647486149101645,-5.1225930477094295,-4.716409544338755,-5.888709726665319,-6.702361667058826
Sunflower - Spider-Man: Into the Spider-Verse,-5.465292841629682,-3.006551352493879,-5.58230372344962,-3.4674025840743234,-4.121281838740425,-4.0222292616793816,-3.8499240071078282,-5.713608634372642,-4.87174006819704,-3.483820762383411,-3.4142878523313405,-4.22285885541921,-3.4996886384435433,-3.42996223118443,-3.6988271352309057,-3.756921628916165,-4.661606193298952,-3.9697499982247084,-3.7644777435212977,-5.6420955661756,-3.5607084401087086,-3.8326940008273414,-3.3695034240853556,-2.7504799207016535,-9.694622560776487,-3.2547647527398884,-5.280138669442604,-5.132315637674538,-2.5471685122345464,-5.377029693196272,-4.115595932475488,-3.997314975743336,-3.320906657081291,-3.2377936962973353,-5.147892378345933,-4.336943307496311,-5.320967154733376,-0.0,-5.518241956162793,-2.8893997517760996,-4.682205387775182,-5.743563069627754,-3.9518736175536686,-5.937881323664835,-6.194951626878121,-5.293519106971599,-5.5045863651098905,-4.320435491527202,-4.064595519887025,-6.643999988137809
Hawái,-4.190043944708136,-4.853680010459203,-6.078789535902191,-4.460570957568932,-3.9037762766448347,-4.775587176348576,-5.46451857874478,-5.945240891374449,-5.255425593283037,-5.911862071039966,-3.447274475421367,-4.548882567670047,-4.278203401414185,-5.4304379514177015,-4.050192834157376,-5.615051575423725,-5.505259624118699,-4.038025487677818,-6.2234206275994675,-3.0313660515512493,-4.644612488181186,-4.546532773620206,-3.167500008043166,-5.260050556773752,-10.325762825459428,-4.525228328461888,-4.511573065376485,-3.808895798216816,-4.678841981014937,-2.405860400463248,-3.782214945888997,-4.20315460486515,-3.8272646315866417,-4.046662215591815,-5.022900458956517,-4.413265610920364,-6.686451406995202,-5.518241956162793,-0.0,-4.198604737375742,-3.928443212502574,-6.272060681051314,-4.818941237908913,-4.884709828076322,-7.5545535036832945,-5.722697093152203,-4.5698988806101495,-6.967493389541843,-4.036557490864348,-3.9796691415216414
Ride It,-5.010171269451693,-3.4240752063390816,-4.584974539580679,-1.6834951574911794,-1.9296548873082884,-3.251302956471699,-4.033997601943929,-5.772874378567936,-4.353669729965702,-5.232589061695635,-3.2049378860814475,-3.7906777753655567,-3.3915008522323933,-3.9413449442606883,-2.812656104054054,-4.480102699314873,-5.5288412848151625,-2.912034003306181,-4.708733107221207,-5.135476196564923,-3.7411497976816706,-2.8672353523208636,-1.8692535861106867,-2.264141083339297,-10.299281823915331,-2.351720848307092,-5.2260476820818695,-4.729259586024497,-2.158087418635712,-3.660142453763538,-3.7211408726684128,-3.4184308414252222,-1.9199014547858653,-2.2452044511570155,-3.991428271126992,-2.7394935327825194,-5.6598551247597655,-2.8893997517760996,-4.198604737375742,-0.0,-3.4429354493497577,-4.866465450224747,-4.236221170028783,-5.6631620794311965,-7.550531849519465,-5.71872197220809,-5.08255683505128,-6.115319299236823,-3.3195727592616917,-5.449801942783859
goosebumps,-3.954863380619721,-3.310054287244968,-4.519851362316307,-3.2552158533511673,-2.5826956332083495,-3.636122565598058,-4.1728462503348505,-5.5988071985743915,-4.1626043990585035,-5.119094310008397,-3.3061692145412374,-3.8412765823958805,-2.5670618256499163,-4.094290975304329,-3.189055174067429,-4.543088425763992,-4.329977340565309,-2.5652749957575502,-5.025715999575893,-4.495310623131488,-4.476028804332486,-2.281280710674547,-3.192505311560836,-4.028764288927668,-9.75849157577896,-2.936541417147114,-5.415594379395852,-4.553959409221327,-3.6278490202957565,-3.8795588393813514,-2.992021231500872,-1.9787570140240573,-2.350334085963311,-2.33891108116288,-3.627494021028585,-2.8957642033906827,-4.987838062326028,-4.682205387775182,-3.928443212502574,-3.4429354493497577,-0.0,-4.56790580080844,-3.9704611753138197,-4.4525880559291116,-6.887316649847345,-4.398727283898015,-3.9415307895091223,-6.234406003746473,-3.4175378770603864,-2.7668806929380962
RITMO (Bad Boys For Life),-5.916961888529182,-4.709519774990837,-1.7962808519279934,-3.493018313478002,-4.397641623948964,-4.420048929794206,-4.521296560019799,-4.28459781470678,-5.30908176364191,-6.225476550024334,-5.599505118068957,-3.2581597262824133,-5.238218190154834,-5.324977481038136,-4.689683030677499,-5.425089608104779,-6.033290912249025,-4.464001506509106,-5.802629343707946,-6.019530067550095,-4.966965736901466,-4.332125247451435,-4.512267340367842,-4.214667262069138,-10.123831754491768,-4.329646601096938,-5.949336211293194,-6.31757581096216,-5.0037078327826485,-4.684655805243386,-4.669538364644883,-3.621717255489029,-4.382920532630298,-4.509789893644601,-3.1469947136257868,-3.4596267245967205,-5.268760548271659,-5.743563069627754,-6.272060681051314,-4.866465450224747,-4.56790580080844,-0.0,-5.3981991362585795,-6.0733047000778955,-7.464029978661338,-4.544917005559575,-4.406675982622036,-6.461463051269801,-5.433275950856913,-5.7880377975570285
THE SCOTTS,-3.091323232456077,-3.4376086449263057,-5.207015024419642,-4.127177468146419,-4.321415091024208,-3.857546024680398,-3.4928239048483016,-4.421474755165871,-2.979198120236168,-3.167748282110438,-3.857913389389801,-3.055863146463566,-3.0833605096937395,-1.383754116102804,-4.127867543546737,-4.437937063714845,-3.3895432123572196,-4.853785303475581,-4.629841102441654,-4.65723107742773,-2.5735957699828713,-3.95933163650071,-3.561151798877936,-4.070700051075109,-8.799856572892953,-3.6019550788145676,-4.323915147766428,-3.568267905324616,-2.8758074085636682,-5.318837326642975,-3.1205620285695916,-3.3765976011515777,-3.7186520587449508,-4.102325952296358,-3.805220654382484,-4.247931168186122,-3.395948060996361,-3.9518736175536686,-4.818941237908913,-4.236221170028783,-3.9704611753138197,-5.3981991362585795,-0.0,-6.0022606595969705,-4.765188815247364,-4.084057560679265,-4.060906400330129,-4.513204797063799,-3.7174693734006623,-5.805584538502512
Safaera,-5.37108870714976,-5.219586177870296,-6.817689306545587,-5.4028443750989865,-5.21417061476463,-5.229316730725886,-4.899290241752902,-7.548535147733727,-6.9869664300695264,-6.226292234721984,-3.615728389159898,-5.3883489901216075,-4.133002199084865,-5.9446360068668325,-5.550859708225409,-4.3166680498245045,-5.365046114633175,-4.149052852345236,-6.964100770067716,-3.774917156636799,-6.108334981455174,-4.299260442763523,-4.902173437057961,-5.8745711634708,-10.562914639786307,-5.369038029208545,-5.7752563921587665,-5.482121797906224,-5.990877414807099,-4.886067536317901,-5.344561713647748,-4.075905416988843,-4.149756416886417,-4.878730179626438,-5.767099423932207,-5.151234127185123,-6.629470403123189,-5.937881323664835,-4.884709828076322,-5.663162079431196,-4.4525880559291116,-6.0733047000778955,-6.0022606595969705,-0.0,-7.7647073383292105,-4.485742366093889,-6.0724351452181216,-6.017741481955339,-4.686203230550336,-3.9142471951568574
lovely (with Khalid),-5.679905523694572,-5.202850471896434,-7.721855232566956,-7.2331696706466415,-7.241202593794084,-5.819514112962065,-6.212070018651233,-5.267880969253365,-5.248915484892353,-3.0677923814269086,-6.767522156117394,-5.749049358082389,-6.213914786453257,-5.210082532924622,-6.354577466109168,-6.4121051696013955,-3.3453480467732697,-6.824851777952559,-4.698488374446625,-7.1380851418463465,-5.855514918407658,-6.5031536498832265,-6.520508705317548,-6.754141997888248,-8.01119546343657,-6.230492037329114,-5.51588033766471,-6.928061609599317,-6.278415865310308,-7.863449720559932,-4.777792969133405,-6.2899601151901114,-6.847615366564298,-6.782382823510519,-6.074791627296445,-7.043761523934922,-4.511903963746726,-6.1949516268781215,-7.5545535036832945,-7.550531849519465,-6.887316649847345,-7.464029978661338,-4.765188815247364,-7.7647073383292105,-0.0,-4.3336907987389255,-5.408488233970823,-3.3516471818829014,-7.049183605796708,-7.9540108605619215
Lucid Dreams,-4.718591034705579,-3.6542237722778657,-5.223168248136615,-5.101018225348266,-5.023034749143369,-3.6152626246838904,-4.021525760240621,-4.592903632220429,-4.555663580549988,-3.849054738168417,-4.3043386673443385,-3.3689066065684714,-4.305092983448023,-4.11737207779654,-5.133137069822685,-4.42527825531804,-2.8679766313330113,-4.371344877629988,-4.5752039453719515,-4.746906122941906,-5.145687179453995,-3.912880771897077,-4.45811470377757,-4.838841405655162,-8.69835861705452,-4.549074725602619,-4.533572897877048,-5.180919974248459,-5.026323942264543,-5.545450350624355,-3.702617745967391,-3.4093040302526108,-4.4661847745803005,-4.958461360706039,-3.5603386056726642,-4.582139155700925,-3.1647486149101645,-5.293519106971599,-5.722697093152204,-5.71872197220809,-4.398727283898015,-4.544917005559576,-4.084057560679265,-4.485742366093889,-4.3336907987389255,-0.0,-4.485894044328963,-3.7527406388638886,-5.376804561828429,-5.258333091275801
Stuck with U (with Justin Bieber),-3.5746546533570687,-4.474938026119046,-4.445567682557943,-4.117223805393113,-4.417407333709937,-4.798205536218787,-5.057987509963477,-3.8614696906838257,-4.096656505362275,-4.54203904673057,-5.405518007865983,-3.5927067447638756,-4.45797329821132,-4.924148945089614,-3.190438902999964,-5.469891115609089,-4.389087451594029,-4.295971601866855,-5.022687190082398,-5.003875513531548,-3.6222370068561025,-4.480382053755781,-4.350745838273221,-5.114419858203754,-8.999057716151235,-3.7370919032062573,-4.615356960831261,-5.343578984660468,-4.6001112416279675,-4.095807062120953,-2.330072350363952,-3.8491858824079586,-4.336321533822598,-3.868016371442044,-4.07047618246045,-4.095619012003905,-5.1225930477094295,-5.5045863651098905,-4.5698988806101495,-5.08255683505128,-3.9415307895091223,-4.406675982622036,-4.060906400330129,-6.0724351452181216,-5.408488233970823,-4.485894044328963,-0.0,-5.760183040783483,-4.463959544345851,-4.612480819733466
If the World Was Ending - feat. Julia Michaels,-5.776006964055211,-3.8753847397540113,-6.907406584969307,-5.922106619160243,-6.299812325229975,-4.7251993031730715,-4.886920157561183,-5.471924935283032,-5.569385933282811,-2.788402046773526,-5.165696230173809,-5.141173961211985,-5.055025034853665,-4.311565739232567,-5.4480511391031134,-4.121479298061385,-3.6255154230619104,-5.518569313099048,-4.121764664258825,-6.018476519400856,-4.880329410609338,-5.443441789259191,-5.328015646575843,-5.417307739776009,-8.276511011510147,-5.2714103339567195,-4.799099249929674,-6.130575544002715,-5.110242475158841,-6.870053727440672,-4.683045063009269,-5.302680425276444,-5.486785184945839,-5.522119261387839,-5.6528940474258835,-6.1519135807311525,-4.716409544338755,-4.320435491527202,-6.967493389541843,-6.115319299236823,-6.234406003746473,-6.461463051269801,-4.513204797063799,-6.017741481955339,-3.3516471818829014,-3.7527406388638886,-5.760183040783483,-0.0,-5.9374933712505396,-7.371755142556896
Physical,-2.707638549201279,-4.54012573677698,-5.760429222077458,-3.1641741547148476,-3.424303400168262,-4.726346647634498,-2.8259946363112105,-6.366761082631362,-5.303888633643891,-4.749392370574123,-3.55353958314283,-3.866351198788554,-1.8128997155960982,-4.04319204781514,-3.856870119876706,-4.993019538098302,-4.541189806352402,-4.150722694995038,-6.2675427130386705,-4.905193365024601,-3.598654556533029,-3.0822431148388647,-3.4698818592768506,-3.674024924361353,-10.513728519429739,-3.60897846269081,-5.77638962026388,-5.134932775002814,-3.8718035212588435,-4.3495984672094075,-3.9797105822774017,-2.9840186255661454,-2.3690595350567265,-3.3757513340911163,-4.564393397805327,-2.9826338252681173,-5.888709726665319,-4.064595519887025,-4.036557490864348,-3.3195727592616917,-3.4175378770603864,-5.433275950856913,-3.7174693734006623,-4.686203230550336,-7.049183605796708,-5.376804561828429,-4.463959544345851,-5.9374933712505396,-0.0,-4.949099095620242
SICKO MODE,-5.014812677914082,-5.009826433360662,-5.901011764129659,-5.132580018212331,-4.478896949196015,-5.2530265428563485,-6.108044588472919,-6.767245707988923,-5.899964520271446,-6.722132099172798,-4.535544494438111,-5.544687685966874,-4.436935217490945,-6.1457022890687325,-4.398291731677242,-5.282624498340594,-5.697243228399292,-3.589625120534434,-6.549419627463555,-4.051859053931661,-5.89730402495865,-4.372431016739209,-4.806411432414306,-6.323476290901042,-10.13927447651306,-4.812202351900955,-5.789195645019185,-5.179260301372603,-5.6764325122630135,-3.956332139794229,-4.255659637304605,-3.922684348324378,-4.245517705323427,-3.951801697110119,-5.339993608406838,-4.877525475441765,-6.702361667058827,-6.643999988137809,-3.9796691415216414,-5.449801942783859,-2.7668806929380962,-5.7880377975570285,-5.805584538502512,-3.9142471951568574,-7.9540108605619215,-5.258333091275801,-4.612480819733466,-7.371755142556896,-4.949099095620242,-0.0
