Track Name,Blinding Lights,Dance Monkey,The Box,Roses - Imanbek Remix,Don't Start Now,ROCKSTAR (feat. Roddy Ricch),Watermelon Sugar,death bed (coffee for your head),Falling,Someone You Loved,Tusa,ROXANNE,Circles,Blueberry Faygo,Intentions (feat. Quavo),Toosie Slide,Before You Go,Say So,Memories,Life Is Good (feat. Drake),Savage Love (Laxed - Siren Beat),Adore You,Breaking Me,Mood (feat. iann dior),everything i wanted,Señorita,bad guy,WAP (feat. Megan Thee Stallion),Sunday Best,Godzilla (feat. Juice WRLD),Yummy,Break My Heart,Dynamite,Supalonely (feat. Gus Dapperton),ily (i love you baby) (feat. Emilee),Rain On Me (with Ariana Grande),HIGHEST IN THE ROOM,Sunflower - Spider-Man: Into the Spider-Verse,Hawái,Ride It,goosebumps,RITMO (Bad Boys For Life),THE SCOTTS,Safaera,lovely (with Khalid),Lucid Dreams,Stuck with U (with Justin Bieber),If the World Was Ending - feat. Julia Michaels,Physical,SICKO MODE
Tusa,-0.13037938206461971,0.19011912129330982,-0.38189299689619577,-0.11577569498706199,0.06844795166235335,-0.009600686446503087,0.20029915379416544,-0.4952579146646313,-0.502796612410354,-0.08631395645426693,0.9999999999999999,-0.21504391513402837,0.46164233808971894,0.058013490417807866,-0.30928052681188334,0.3132011162356646,-0.01921460768887374,0.22188777630874218,-0.23056229850849486,0.5158097370473352,-0.22810884407714285,0.20391706092039194,0.4223220845942049,0.12112012057114578,-0.30826478585794104,-0.29123655383025165,-0.08212576773646471,0.4441301255527922,0.055831408729413404,0.17251099256792005,-0.5508422593201476,0.30425013791236616,0.3975112750359497,0.11318221942906662,-0.4177726250847208,-0.07943477110778292,-0.35715881194662813,0.32491103236181684,0.4620405449061442,0.31374787164042256,0.1910166464125303,-0.4173893715202621,-0.10715509047565565,0.5886183663301867,-0.3898903865969452,-0.0720620824451587,-0.686277087382239,-0.060730438414544806,0.2586826475381151,0.21486610059719702
ROXANNE,0.14803371370576732,-0.5071646861574598,0.4843660692775456,0.19505522620697605,-0.03322400589319329,-0.028263976762786046,0.5023110306698637,0.4237344541668998,0.1085835759182648,-0.019645189768675693,-0.21504391513402837,0.9999999999999999,-0.20026038207852764,0.09514079042083957,-0.5143524964832953,-0.48622587726204913,0.003177156799880002,-0.48160730494770104,-0.3165765350926091,-0.12819372168614554,0.05271970243516017,0.02710409376182221,0.036982404695397354,0.4126551729229161,-0.27616338871159307,-0.17031697420711467,-0.13115789801507663,-0.07288380086459512,-0.18777117285660566,-0.0005170231672623966,-0.23634926793586405,0.27357732304747556,-0.12425799059607565,-0.5971259172561394,0.6053640914040018,0.43258139120105793,0.3819022165382058,-0.19504937354924792,-0.10033241247169143,-0.11874634425157049,-0.2934815610377327,0.5616445818894759,0.1795346178534313,-0.20065453734080813,-0.011685684350992384,0.2705659008082228,0.1710471657892068,-0.16789816595361826,-0.005304204847724398,-0.38257619977751367
Circles,0.5102597510629896,-0.09030086128216072,-0.4121176345308069,0.017378895687634857,0.05799184653051064,-0.49350058064378044,0.6258941185117407,-0.5977565540511114,-0.5075228426682162,0.17648645797865392,0.46164233808971894,-0.20026038207852764,0.9999999999999997,0.22861748077576877,-0.20567090896096374,0.013467349798030994,0.3318453120797956,-0.06635921781820261,-0.5073966030946291,-0.05469303177760824,0.005723220278193533,0.465757533087827,-0.17735663492804832,0.1526914280530411,-0.33693352014309,-0.13788586092801486,-0.6459829352277878,-0.11667971056306858,-0.07005114889264187,-0.23532892267047167,-0.3940230054919474,0.6101811669851976,0.5294339535190622,0.21259425561106143,-0.3586800689667177,0.24566809340536422,-0.2654466259562661,0.24725456750088012,0.0950544540736688,0.17516569535427115,0.4716978243765903,-0.30332821857206643,0.23374922892452588,0.4078104245954617,-0.18492101782514084,-0.14447894308476628,-0.21836402634341787,-0.061335284566230455,0.817221049079249,0.2252708439964172
Blueberry Faygo,0.11486394040351841,0.1398041879848655,-0.17317740153892414,-0.2442266334533142,-0.35907496842386377,0.005736924431309019,0.3236108268491546,-0.012375927737898194,0.389111827836974,0.3753439152561921,0.058013490417807866,0.09514079042083957,0.22861748077576877,1.0,-0.4638811144627422,0.17483731009614267,0.19627595567920797,-0.7113827118053206,0.044749224535429295,-0.18266923503466886,0.38859191974052754,-0.1755405800923156,-0.20935340952533607,0.10040122527035142,0.08353551059370155,-0.11496183147715916,-0.07429564236460617,0.3424303475535134,0.5177783650246016,-0.7344453040727265,-0.378000751551458,-0.09125970106069657,-0.1892734534434986,-0.38580451636791846,-0.05157850143376391,-0.3406487925972044,0.5565969242465871,0.31094169794798954,-0.4380359760432166,-0.053031578407242264,-0.26031172774009903,-0.28838575805822547,0.8560819222025519,-0.35982385355236696,0.2714018821443945,0.008533439448806277,-0.41425206686898497,0.2905927878223759,0.024399487672731826,-0.5552056996163934
Intentions (feat. Quavo),-0.1690381678617112,0.060214815442658984,0.11018413229041617,0.4676180995310274,0.3853374621954653,-0.0829038174627525,-0.6047215806936984,-0.0644272890550095,0.06522754538375258,-0.2674901245585023,-0.30928052681188334,-0.5143524964832953,-0.20567090896096374,-0.4638811144627422,1.0000000000000002,0.09395805511409605,-0.49979818672313464,0.5412477879740859,0.2577716441802902,-0.0831799726815208,0.2818581462181481,-0.09414189322290877,0.1932178376711361,-0.0957267019320422,-0.015930523158860833,0.6445291815961616,0.07339816698615738,-0.14699046432593932,0.34662734085043323,0.45382309037889396,0.5249089599768605,-0.38834381189721734,0.21120736167126755,0.7997746894596099,-0.3092643029414917,0.026292159109656328,-0.561006040328127,0.14330285464031972,0.18926958496401194,0.42683779525601484,0.16913514123856224,-0.034928279568150845,-0.3999377244276988,-0.2309874386709551,-0.2671853987788353,-0.6691797010180075,0.38651943220676205,-0.27421471129864794,0.05337856055445361,0.2350174072814611
Toosie Slide,-0.4587421455508541,0.3726329698397765,-0.10160646267063496,-0.12643738967175003,-0.3874845402182287,-0.0021298550879200306,-0.17036017017516675,-0.25565797556221975,-0.3257251201710377,-0.006504290958417611,0.3132011162356646,-0.48622587726204913,0.013467349798030994,0.17483731009614267,0.09395805511409605,1.0,-0.23449888874933766,0.19870696680685332,0.1681786058293574,0.3870544049342877,0.2094350616326767,-0.2422182717599803,-0.18579289882570857,-0.2785418779838653,0.16536146168625626,0.004309077294794433,0.2673637987437065,0.3202541764163482,0.22438147620380902,-0.1285473079806159,-0.37737814651624607,-0.17344131703259924,-0.01012686992761179,0.24306676952659387,-0.5674996687886843,-0.5923765485438063,-0.11253040013824121,0.33726419017414366,-0.2512508422087842,-0.05193971825856368,-0.17647434892336344,-0.10213708227937594,-0.1251457982146075,0.42031924479381216,-0.060094649945246,0.086597199737667,-0.3861359219325495,0.435435603244242,-0.18240970797723513,0.05946801380555117
Before You Go,0.42460452786462044,0.15023918871557593,-0.5388698340268249,-0.7208718459767884,-0.48681028330998594,-0.183865456077284,0.3258701262913392,0.046612492052913644,-0.022974650337889965,0.7980551436345291,-0.01921460768887374,0.003177156799880002,0.3318453120797956,0.19627595567920797,-0.49979818672313464,-0.23449888874933766,1.0000000000000002,-0.35798050338589343,0.17269773199663316,-0.2298866024122815,-0.283802478755663,0.0593249146269465,-0.5556019227894302,-0.15969583672459217,0.14815071696837256,-0.4752386393837847,-0.16819188326289022,-0.2915843780537379,-0.4988556787095626,-0.6017978453048844,0.21279903849190912,0.14617208387164635,-0.3789632974617638,-0.4928114810886392,-0.08384978820215211,-0.20891004847417036,0.4067974456186447,-0.02694482617314455,-0.2084409513834068,-0.6200563171381809,-0.07250211210620831,-0.37271429217946805,0.3555088299906153,0.07813360937877438,0.7880818823746625,0.6147111476768519,0.10282045663340081,0.5686306711070529,0.01668035858441881,-0.10365879992951857
Say So,-0.46335521845225736,0.2142085338075359,0.04578687936029071,0.35915936210743127,0.5957363917629168,0.3317163297542421,-0.3903281525700053,-0.4208312089624875,-0.2878049233628717,-0.48845380553780127,0.22188777630874218,-0.48160730494770104,-0.06635921781820261,-0.7113827118053206,0.5412477879740859,0.19870696680685332,-0.35798050338589343,1.0,0.17753718243130895,0.062402898642789945,-0.5448086434949504,0.4822685618930335,0.3521506438001987,0.07144638418357453,-0.20764183633197938,0.46792566645204775,-0.12883481050399992,-0.2435593158553871,-0.04426973459777063,0.47921905316807273,0.1275457124015228,0.07199594850966584,0.5223773654073688,0.7051696746372038,-0.09673531607958312,0.2586053774652857,-0.46623629003673567,0.024851374571773194,0.20512535330987824,0.3958459376845617,0.47418519554921024,0.08618792902974998,-0.8926765938325291,0.40229317344908316,-0.4887673683336147,-0.1777074353506126,-0.12570485967974937,-0.2916726884666617,-0.08189241930437817,0.5476690064259968
Memories,-0.6278631161890122,0.7172976949678659,-0.02253501024952909,-0.24227227287969996,-0.18599630920916466,0.3725765079771435,-0.49205091690430514,0.31937835986144647,0.3856502481319118,0.4439213817875659,-0.23056229850849486,-0.3165765350926091,-0.5073966030946291,0.044749224535429295,0.2577716441802902,0.1681786058293574,0.17269773199663316,0.17753718243130895,1.0000000000000002,-0.39039783053623894,-0.12980004481162374,-0.24621035089077858,-0.08984036514015645,0.03944783094110832,0.3320168634777072,0.22043415510267242,0.18655695902177896,-0.18411416132394018,0.29240902773216254,-0.34881376487916377,0.3888792812223168,-0.5097871218064929,-0.46106096647781364,0.10802255175720166,-0.15405122085588996,-0.44738108314080477,0.267705817574119,0.39104595160472533,-0.42993072140517763,-0.05987150363976167,-0.3138248432009391,-0.17800612754975845,-0.10922141032685254,-0.4759382385489427,0.49250586759750165,0.10237530833236291,-0.07622679327564759,0.4635036141165459,-0.7185546957486516,-0.36797273413231574
Life Is Good (feat. Drake),0.0849141704065412,-0.21648306629923178,-0.18155388606502273,-0.3131570126481536,-0.2401716909687578,-0.18380481022284983,-0.2981693305624602,-0.10896152487148043,-0.26648107475592536,-0.3228584289027807,0.5158097370473352,-0.12819372168614554,-0.05469303177760824,-0.18266923503466886,-0.0831799726815208,0.3870544049342877,-0.2298866024122815,0.062402898642789945,-0.39039783053623894,0.9999999999999999,0.10915304418145001,-0.3714298978134179,0.17287380836939392,-0.5978277711167493,-0.010624563143162838,-0.3942670845551167,0.5472127338113303,0.7731951218969272,-0.22059057368997856,0.5331944746233885,-0.08163200891195745,-0.051654161551510556,-0.06991838237794677,-0.09021663191682408,-0.3387769020886033,-0.4163922842253361,-0.31984172179839226,-0.32290370555971853,0.6729198202066927,-0.209523913309783,0.015886321776298763,-0.2243262304164229,-0.06566055035843209,0.5910318519827461,-0.22984130790268797,0.07378357603364322,-0.024126612156780126,-0.1222061318737132,-0.004410224012819915,0.498917336813827
Savage Love (Laxed - Siren Beat),0.21816990462969238,-0.17875194468185754,0.10312298910081143,0.16190220510135342,-0.36205652279474676,-0.5396160793907813,0.003577542270126864,0.2673250599265073,0.0611304118606684,0.17115216358826485,-0.22810884407714285,0.05271970243516017,0.005723220278193533,0.38859191974052754,0.2818581462181481,0.2094350616326767,-0.283802478755663,-0.5448086434949504,-0.12980004481162374,0.10915304418145001,0.9999999999999998,-0.6478730691288702,-0.11238327154741244,-0.1043654400886058,0.05740221533123137,0.021365509188126443,0.20797935896253555,0.3147979392218413,0.4509472105690043,0.0080419562072196,-0.019267752621331697,-0.3260280094087024,-0.21128025574186193,0.06432693466671005,-0.3790233230557582,-0.3044499922673975,-0.20440689262504635,0.2890393400952786,0.007025565945214133,0.10195485474051491,-0.4192653884843065,-0.06602073199711599,0.5318241932211188,-0.38581959382624287,0.04084393678852627,-0.48161718617095167,0.277272131656809,0.08909857887727596,0.2653753202070955,-0.36399973800723684
Adore You,0.07231604908540057,-0.18473222015861493,-0.10510185739135754,0.4021830580951867,0.6946639846135677,0.29776401133464164,0.4242062605206899,-0.6769446794109505,-0.17115616472838313,-0.26444442711503535,0.20391706092039194,0.02710409376182221,0.465757533087827,-0.1755405800923156,-0.09414189322290877,-0.2422182717599803,0.0593249146269465,0.4822685618930335,-0.24621035089077858,-0.3714298978134179,-0.6478730691288702,1.0,0.1910049336525611,0.5188977087295621,-0.46762664148851407,0.4194042362392468,-0.667682725604841,-0.4705408416233831,-0.0695360391170802,-0.07833482740188777,-0.23879241968431883,0.493916585595771,0.7887022247921127,0.23120672737534403,0.2965680343883794,0.7132627695271955,0.045198559369885954,0.030530356824332232,-0.09476927727416888,0.3734692509535224,0.5507851471863704,0.10222898981684579,-0.37427810979569937,0.32724564769116693,-0.3982002432994264,-0.0019621589894496193,-0.3198902439362761,-0.3300468365028632,0.38420619122970107,0.22475469075243226
Breaking Me,-0.24433936784928786,-0.061720786767359814,0.0018390115829001342,0.5036185280476878,0.6825138865219877,0.4866181420719035,-0.11346519767902559,-0.20215820238063817,0.017841298540097597,-0.49986798828558165,0.4223220845942049,0.036982404695397354,-0.17735663492804832,-0.20935340952533607,0.1932178376711361,-0.18579289882570857,-0.5556019227894302,0.3521506438001987,-0.08984036514015645,0.17287380836939392,-0.11238327154741244,0.1910049336525611,1.0000000000000002,0.4438306774851179,-0.3869824159574566,0.25452703470487753,0.11233934354636514,0.21653738682013093,0.37557663131017094,0.5938481244149315,-0.15721326790787757,-0.20597970142072466,0.48882723538592027,0.2063534739428564,0.1794116810615004,0.3660830832354758,-0.38756918794495404,0.179419096395829,0.5338156760934282,0.7513705693301901,-0.04038036142313733,-0.10009977012557995,-0.3151791854273599,-0.03805339182391164,-0.5842297273131143,-0.5318197027444922,-0.4353758366793324,-0.43056760660979204,0.10549570226695396,-0.08319950070108696
Mood (feat. iann dior),-0.2534722203012003,0.008158765533685703,0.22543406372748837,0.6568558571264794,0.49166694655469984,0.2460241845157862,0.5678547688073253,-0.13421945058052953,-0.11324695862917604,0.012574865403064716,0.12112012057114578,0.4126551729229161,0.1526914280530411,0.10040122527035142,-0.0957267019320422,-0.2785418779838653,-0.15969583672459217,0.07144638418357453,0.03944783094110832,-0.5978277711167493,-0.1043654400886058,0.5188977087295621,0.4438306774851179,0.9999999999999997,-0.4506828666563109,0.35800141452167816,-0.5489739197298333,-0.44811482498806676,0.3684564361946338,-0.11518473381012202,-0.45873061073532895,0.21747304639983359,0.5065799825347932,0.10910058053586093,0.27476669280953125,0.6571425706521893,-0.003981677876158363,0.5865237903422236,-0.2617844321105827,0.6788924075524692,-0.11940054358109523,0.26055193505685653,-0.1480429894519383,-0.2519252514987803,-0.3254897466024729,-0.28111666195430607,-0.4204678792088019,-0.12522013495928666,0.24950284376352935,-0.5534893875341954
everything i wanted,-0.13087046886640252,0.21493574790061037,-0.11263599961028849,-0.4502475361735173,-0.45998713701921956,-0.00046091469631596445,-0.37395033778482534,0.24961038119226023,0.20524675111266533,0.21878881892974278,-0.30826478585794104,-0.27616338871159307,-0.33693352014309,0.08353551059370155,-0.015930523158860833,0.16536146168625626,0.14815071696837256,-0.20764183633197938,0.3320168634777072,-0.010624563143162838,0.05740221533123137,-0.46762664148851407,-0.3869824159574566,-0.4506828666563109,1.0,-0.2119463613740077,0.6061380683039657,0.04926193851030728,-0.09209073251294426,-0.26377786972993444,0.20741015588195666,-0.413415643568284,-0.5739419507533775,-0.2150751849431449,-0.13777787595823576,-0.5454779361178157,0.19878090707149298,-0.1375492716613183,-0.24945367134481558,-0.4468202274317695,-0.28243945525833697,-0.15508444342808206,0.11877526239549778,-0.1952370072895881,0.4334097024729162,0.19458644438888703,0.10123159244281653,0.34906436040456446,-0.4440120984268196,-0.10817091803184405
Señorita,-0.22134461577867748,-0.1706729122325874,0.09899735149001518,0.6487102923520061,0.6440958539684475,0.2835119347228538,-0.25070117087489824,-0.39944645845981686,0.3446117838758993,-0.2995085682629841,-0.29123655383025165,-0.17031697420711467,-0.13788586092801486,-0.11496183147715916,0.6445291815961616,0.004309077294794433,-0.4752386393837847,0.46792566645204775,0.22043415510267242,-0.3942670845551167,0.021365509188126443,0.4194042362392468,0.25452703470487753,0.35800141452167816,-0.2119463613740077,0.9999999999999999,-0.1806579451195788,-0.21900041737996104,0.5966096761877919,0.045503983205521265,0.22370754684869834,-0.2915698436604188,0.5169730363130729,0.5509365445729002,0.018197712996670546,0.2948221798424865,-0.007430025042940076,0.2632511349465622,-0.18423299365304924,0.5609550708971106,0.1606402924670335,0.03612912950018986,-0.2881113673718025,-0.28868505783305537,-0.3538003218213137,-0.5377326845457678,0.01499698553611374,-0.34789333005424233,0.05153552257107256,-0.058560382312887925
