Artist,Album,Track Name,Track Id,Energy,Danceability,Key,Loudness,Acousticness,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Song Duration,Genre
Surfaces,Where the Light Is,Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,-0.5517127951126741,1.303597129097255,-0.19609285863995493,-0.26056179759075304,-0.2787894160373136,-0.5737229253498413,-0.17096505770966988,-0.7158295093195919,0.645576537097317,-0.3047956693227887,-1.2296848434367684, Electro-pop
Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,0.8881070735087777,0.7377997640376824,1.1656631041375103,0.4152394659180136,-0.42350469555639436,1.883434544501946,-0.17096505770966988,0.5459321066026619,1.2757944307131812,1.8404507895958093,0.32223500473435224,Hip-Hop/Rap
Justin Bieber,Changes,Yummy,16wAOAZ2OkqoIDN7TpChjR,-0.676060874675436,-0.32913241007465516,0.8933119115820172,-0.18317997352486387,0.3381546703335041,-0.245179702779933,-0.17096505770966988,-0.44929237739766514,-0.2740747595124993,1.039436358554613,0.2544876372980591,Pop
Dua Lipa,Future Nostalgia,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,0.7833929012453993,0.1073398429713006,-0.46844405119544796,1.2002350811642015,-0.3397221653085054,-0.31002375986609904,-0.17095016970786636,0.871953920326907,-0.4141231803160245,-0.26540672965316997,0.6496806140097692,Dance-pop/Disco
BTS,Dynamite (DayTime Version),Dynamite,0t1kP63rueHleOhQkYSXFY,1.0189997888380007,0.23666495498491738,0.07625833391553812,0.7806536351180462,-0.9330548113367364,-0.2149191428063888,-0.17096505770966988,-0.5888525923954121,0.8463126069157035,-0.22442792359930866,-0.02678279259314748,Disco-pop
BENEE,Hey u x,Supalonely (feat. Gus Dapperton),3GZoWLVbmxcBys6g0DLFLf,0.14201859613220721,1.1742720170836383,0.34860952647103116,0.636207563528386,0.13250664154323152,-0.6281919333022208,-0.16872650204281006,-0.4206939726850121,1.3318137990345913,0.3691486909577915,0.6992431617657942,Alternative/Indie
Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,1.0779015107361511,-0.34529804907635725,1.4380142966930034,-0.5765375791931345,-0.7144585733263356,-0.3022424730157591,-0.15082876750059598,1.1236198817982543,-1.0536776353187904,-0.30368276285381895,-0.6955503359653624,Dance/Electronic
Lady Gaga,Chromatica,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,1.6080170078195037,-0.36146368807805934,0.8933119115820172,1.0583684037100713,-0.8957335024081314,-0.7302132497844553,-0.17096505770966988,0.7232422158211111,0.42149906381167673,0.13376897277062455,-0.5275784639840618,Pop
Travis Scott,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,3eekarcy7kvN4yt5ZFzltW,-1.1930871002258667,-0.9595923311410369,0.34860952647103116,-1.091126709231298,-0.7677747289386284,-0.7993802440096991,-0.17090261378843644,0.0769182693151515,-2.3117792822037933,-1.7179086582975156,-0.720093899782195,Hip-Hop/Rap
Post Malone,Hollywood's Bleeding,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,-0.5713467024120575,0.3094103304925768,-1.013146436306434,0.7987093940667537,1.0541144742700088,-0.5763166876332878,-0.17096505770966988,-0.7324165840529305,1.7239493772844627,-1.1816864735519799,-1.2597254524183878,Dreampop/Hip-Hop/R&B
Maluma,PAPI JUANCHO,Hawái,1yoMvmasuxZfqHEipJhRbp,0.770303629712477,0.5357292765164062,0.07625833391553812,1.191637100712436,-0.2711728223784146,2.2897906355752533,-0.1707015722101256,-0.7661627016138611,0.010690362788002502,2.399765783572474,-0.025059394649592653,Pop
Regard,Ride It,Ride It,2tnVG71enUj33Ic2nFN6kZ,0.9273748881075446,1.319762768098957,0.34860952647103116,0.8459982865514639,-0.3016391970140106,-0.31780504671643894,-0.1702763537413489,-0.5179285487080325,1.532549868852978,-0.06925696449719837,-1.258358619566603,Dance/Electronic
Travis Scott,Birds In The Trap Sing McKnight,goosebumps,6gBFPUFcJLzWGx4lenP6h2,0.7768482654789381,1.0045328075657662,0.34860952647103116,1.2277486186098512,-0.6531449943721988,-0.6549941435645027,-0.17096505770966988,-0.27198226817921606,-0.586849565973706,0.411717363395896,1.3038884161347106,Hip-Hop/Rap
Black Eyed Peas,Translation,RITMO (Bad Boys For Life),4NCsrTzgVfsDo8nWyP8PPc,0.6197770070838705,0.050760106465343256,1.1656631041375103,-0.37061594737335124,-0.8770728479438288,-0.57977503734455,-0.15929029370547276,3.40577257786797,0.598893730162809,-0.5801207804140591,0.44510139260675236,Pop
THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,-0.4731771659151403,-0.005819630040614083,-1.55784882141742,-0.6113594000227844,-0.08837457456483892,-0.6290565207300363,-0.17096505770966988,-0.2262248206389711,-1.2870916699913326,0.40893509722347116,-1.0095950405417582,Hip-Hop/Rap
Bad Bunny,YHLQMDLG,Safaera,2DEZmgHKAvm41k4J3R2E9Y,1.4378564778915137,-0.8868469556333776,-1.013146436306434,0.9250997067077064,-0.936482278483241,2.2033318927936985,-0.17096505770966988,-0.5122088677655019,0.6035620108562598,-0.9347802240790519,2.8293927337572065,Alternative/reggaeton/experimental
Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,-2.050434385632277,-2.956048747851244,-0.46844405119544796,-1.6693408946125268,2.5812415028792555,-0.7855468451646505,-0.17096505770966988,-0.5808450390758693,-2.034016580943468,-0.17514206568777732,0.006853181063819123,Chamber pop
Juice WRLD,Goodbye & Good Riddance,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,-0.28338272868776765,-1.6627976277150773,0.07625833391553812,-0.4316616085808863,0.35338785765130204,0.655720397003868,-0.17096505770966988,0.8204767918441317,-1.5765250729852853,-1.4224319907859657,1.185003671787075,Pop
Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,-1.0425604775972601,-0.967675150641888,0.6209607190265242,-0.1857593676603936,-0.1264575428593339,-0.7120569138003288,-0.17096505770966988,1.0607033914304176,-0.08734353177446534,2.3480156327653656,0.8476336674573941,Pop
JP Saxe,If the World Was Ending (feat. Julia Michaels),If the World Was Ending - feat. Julia Michaels,2kJwzbxV2ppxnQoYw4GLBZ,-0.8920338549686541,-2.0426901442550762,-1.285497628861927,-1.6594532170929965,2.32227731847669,0.04186332325482894,-0.17096505770966988,-0.5007695058804407,0.22543127468674107,-1.7444594269143723,0.2594498348251911,Pop
Dua Lipa,Future Nostalgia,Physical,3AzjcOeAmA57TIOr9zF1ZW,1.536026014388431,-0.5635341755993356,-1.55784882141742,1.0618075958907776,-0.9235340692631127,-0.6783380041155226,-0.163917356136494,-0.540807272478155,0.8883271331567612,1.0841513506114455,-0.1820371763013193,Dance/Electronic
Travis Scott,ASTROWORLD,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.7899375370118605,0.9479530710598087,0.6209607190265242,1.079863354839485,-0.9561711730914947,0.8459296311232885,-0.17096505770966988,-0.4149742917424814,-0.5121570748784924,1.4037542405038814,3.353632559931996,Hip-Hop/Rap
